accuracy	dm_source_file	leksikalnost	rec	trial_number	NoM	RT
90	45-2018A.csv	rec	DODATAK	10	1	623
97.43589744	48-2018A.csv	rec	DODATAK	10	1	544
74.32432432	50-2018A.csv	rec	DODATAK	10	1	757
82.73381295	53-2018B.csv	rec	DODATAK	10	1	735
90.09433962	54-2018B.csv	rec	DODATAK	10	1	566
94.76190476	55-2018B.csv	rec	DODATAK	10	1	550
96.66666667	56-2018A.csv	rec	DODATAK	10	1	670
93.47826087	56-2018B.csv	rec	DODATAK	10	1	596
87.36842105	59-2018A.csv	rec	DODATAK	10	1	788
95.55555556	61-2018B.csv	rec	DODATAK	10	1	1235
93.95348837	6-2018B.csv	rec	DODATAK	10	1	619
98.14814815	63-2018A.csv	rec	DODATAK	10	1	844
94.21052632	65-2018B.csv	rec	DODATAK	10	1	559
87.68472906	67-2018B.csv	rec	DODATAK	10	1	612
92.90322581	68-2018B.csv	rec	DODATAK	10	1	560
93.33333333	7-2018A.csv	rec	DODATAK	10	1	1079
98.5915493	73-2018A.csv	rec	DODATAK	10	1	417
93.61702128	8-2018A.csv	rec	DODATAK	10	1	633
91.07142857	99-2018B.csv	rec	DODATAK	10	1	679
89.61748634	02-2018A.csv	rec	DOGA?AJ	11	2	522
93.75	09-2018B.csv	rec	DOGA?AJ	11	2	571
87.21461187	10-2018A.csv	rec	DOGA?AJ	11	2	633
94.51219512	1-2018A.csv	rec	DOGA?AJ	11	2	664
97.05882353	12-2018B.csv	rec	DOGA?AJ	11	2	786
86.84210526	14-2018B.csv	rec	DOGA?AJ	11	2	596
88.57142857	18-2018B.csv	rec	DOGA?AJ	11	2	585
77.77777778	19-2018B.csv	rec	DOGA?AJ	11	2	504
89.54248366	20-2018A.csv	rec	DOGA?AJ	11	2	523
92.22222222	21-2018A.csv	rec	DOGA?AJ	11	2	523
90.90909091	23-2018B.csv	rec	DOGA?AJ	11	2	452
90.27777778	26-2018A.csv	rec	DOGA?AJ	11	2	681
95.12195122	31-2018A.csv	rec	DOGA?AJ	11	2	496
93.37349398	33-2018A.csv	rec	DOGA?AJ	11	2	532
95.50561798	34-2018B.csv	rec	DOGA?AJ	11	2	661
84.52380952	35-2018A.csv	rec	DOGA?AJ	11	2	1098
83	36-2018B.csv	rec	DOGA?AJ	11	2	524
97.22222222	37-2018A.csv	rec	DOGA?AJ	11	2	644
98.06451613	40-2018A.csv	rec	DOGA?AJ	11	2	501
87.35632184	4-2018B.csv	rec	DOGA?AJ	11	2	691
88.76404494	42-2018A.csv	rec	DOGA?AJ	11	2	486
90.74074074	43-2018A.csv	rec	DOGA?AJ	11	2	561
91.46341463	44-2018B.csv	rec	DOGA?AJ	11	2	617
89.28571429	45-2018A.csv	rec	DOGA?AJ	11	2	932
95.37037037	48-2018A.csv	rec	DOGA?AJ	11	2	543
77.30496454	50-2018A.csv	rec	DOGA?AJ	11	2	509
83.82352941	53-2018B.csv	rec	DOGA?AJ	11	2	684
90.42553191	54-2018B.csv	rec	DOGA?AJ	11	2	548
88.63636364	55-2018B.csv	rec	DOGA?AJ	11	2	617
94.97206704	56-2018A.csv	rec	DOGA?AJ	11	2	485
89.70588235	56-2018B.csv	rec	DOGA?AJ	11	2	533
86.92810458	59-2018A.csv	rec	DOGA?AJ	11	2	635
94.84536082	61-2018B.csv	rec	DOGA?AJ	11	2	695
96.07843137	6-2018B.csv	rec	DOGA?AJ	11	2	582
91.50943396	63-2018A.csv	rec	DOGA?AJ	11	2	582
96.11650485	65-2018B.csv	rec	DOGA?AJ	11	2	493
89.79591837	67-2018B.csv	rec	DOGA?AJ	11	2	615
93.18181818	68-2018B.csv	rec	DOGA?AJ	11	2	584
93.00699301	7-2018A.csv	rec	DOGA?AJ	11	2	612
98.92473118	73-2018A.csv	rec	DOGA?AJ	11	2	421
94.88636364	8-2018A.csv	rec	DOGA?AJ	11	2	633
96.96969697	99-2018B.csv	rec	DOGA?AJ	11	2	609
86.51685393	02-2018A.csv	rec	DOLINA	42	1	581
91.86046512	09-2018B.csv	rec	DOLINA	42	1	781
85.14851485	10-2018A.csv	rec	DOLINA	42	1	679
93.75	1-2018A.csv	rec	DOLINA	42	1	558
96.79144385	12-2018B.csv	rec	DOLINA	42	1	672
93.52941176	14-2018B.csv	rec	DOLINA	42	1	596
93.56435644	18-2018B.csv	rec	DOLINA	42	1	621
93.33333333	20-2018A.csv	rec	DOLINA	42	1	967
92.10526316	21-2018A.csv	rec	DOLINA	42	1	603
91.32420091	23-2018B.csv	rec	DOLINA	42	1	598
87.5	26-2018A.csv	rec	DOLINA	42	1	672
91.52542373	31-2018A.csv	rec	DOLINA	42	1	561
95	34-2018B.csv	rec	DOLINA	42	1	638
80	35-2018A.csv	rec	DOLINA	42	1	801
83.52272727	36-2018B.csv	rec	DOLINA	42	1	812
96.51162791	37-2018A.csv	rec	DOLINA	42	1	1262
99.09090909	40-2018A.csv	rec	DOLINA	42	1	708
90.18404908	4-2018B.csv	rec	DOLINA	42	1	769
88.33333333	42-2018A.csv	rec	DOLINA	42	1	470
89.01098901	43-2018A.csv	rec	DOLINA	42	1	734
91.35802469	44-2018B.csv	rec	DOLINA	42	1	723
94.33962264	45-2018A.csv	rec	DOLINA	42	1	588
97.61904762	48-2018A.csv	rec	DOLINA	42	1	639
77.27272727	50-2018A.csv	rec	DOLINA	42	1	677
83.72093023	53-2018B.csv	rec	DOLINA	42	1	825
91.66666667	54-2018B.csv	rec	DOLINA	42	1	641
94.36619718	55-2018B.csv	rec	DOLINA	42	1	705
96.20253165	56-2018A.csv	rec	DOLINA	42	1	494
93.19727891	56-2018B.csv	rec	DOLINA	42	1	954
89.74358974	59-2018A.csv	rec	DOLINA	42	1	568
95.18716578	61-2018B.csv	rec	DOLINA	42	1	574
94.97206704	6-2018B.csv	rec	DOLINA	42	1	821
95.83333333	63-2018A.csv	rec	DOLINA	42	1	694
95.34883721	65-2018B.csv	rec	DOLINA	42	1	487
89.14285714	67-2018B.csv	rec	DOLINA	42	1	742
93.47826087	68-2018B.csv	rec	DOLINA	42	1	576
92.15686275	7-2018A.csv	rec	DOLINA	42	1	580
97.87234043	73-2018A.csv	rec	DOLINA	42	1	586
98.21428571	8-2018A.csv	rec	DOLINA	42	1	487
94.32624113	99-2018B.csv	rec	DOLINA	42	1	609
84.21052632	02-2018A.csv	rec	DRHTANJE	48	1	641
92.22797927	09-2018B.csv	rec	DRHTANJE	48	1	565
85.45454545	10-2018A.csv	rec	DRHTANJE	48	1	690
94.25287356	1-2018A.csv	rec	DRHTANJE	48	1	578
96.12903226	12-2018B.csv	rec	DRHTANJE	48	1	873
92.45283019	14-2018B.csv	rec	DRHTANJE	48	1	698
94.93670886	18-2018B.csv	rec	DRHTANJE	48	1	572
90.36144578	19-2018B.csv	rec	DRHTANJE	48	1	487
90.90909091	20-2018A.csv	rec	DRHTANJE	48	1	698
91.42857143	21-2018A.csv	rec	DRHTANJE	48	1	709
90.57591623	23-2018B.csv	rec	DRHTANJE	48	1	524
87.27272727	26-2018A.csv	rec	DRHTANJE	48	1	749
92.30769231	31-2018A.csv	rec	DRHTANJE	48	1	505
93.10344828	33-2018A.csv	rec	DRHTANJE	48	1	593
94.51219512	34-2018B.csv	rec	DRHTANJE	48	1	1190
84.7826087	35-2018A.csv	rec	DRHTANJE	48	1	685
83.22981366	36-2018B.csv	rec	DRHTANJE	48	1	988
96.20253165	37-2018A.csv	rec	DRHTANJE	48	1	1242
99.02912621	40-2018A.csv	rec	DRHTANJE	48	1	531
88.05970149	4-2018B.csv	rec	DRHTANJE	48	1	692
79.16666667	42-2018A.csv	rec	DRHTANJE	48	1	570
89.70588235	43-2018A.csv	rec	DRHTANJE	48	1	894
91.97860963	44-2018B.csv	rec	DRHTANJE	48	1	578
93.61702128	45-2018A.csv	rec	DRHTANJE	48	1	733
97.2972973	48-2018A.csv	rec	DRHTANJE	48	1	658
75.58139535	50-2018A.csv	rec	DRHTANJE	48	1	876
85.44600939	53-2018B.csv	rec	DRHTANJE	48	1	787
90.77669903	54-2018B.csv	rec	DRHTANJE	48	1	1114
94.88636364	55-2018B.csv	rec	DRHTANJE	48	1	674
96.05263158	56-2018A.csv	rec	DRHTANJE	48	1	487
94.08866995	56-2018B.csv	rec	DRHTANJE	48	1	567
87.34177215	59-2018A.csv	rec	DRHTANJE	48	1	878
95.37572254	61-2018B.csv	rec	DRHTANJE	48	1	649
93.65853659	6-2018B.csv	rec	DRHTANJE	48	1	780
98.30508475	63-2018A.csv	rec	DRHTANJE	48	1	627
95.45454545	65-2018B.csv	rec	DRHTANJE	48	1	514
89.34911243	67-2018B.csv	rec	DRHTANJE	48	1	777
93.05555556	68-2018B.csv	rec	DRHTANJE	48	1	701
93.18181818	7-2018A.csv	rec	DRHTANJE	48	1	736
98.18181818	73-2018A.csv	rec	DRHTANJE	48	1	501
98.07692308	8-2018A.csv	rec	DRHTANJE	48	1	584
92	99-2018B.csv	rec	DRHTANJE	48	1	728
92.20779221	09-2018B.csv	rec	GALOP	31	2	677
87.44186047	10-2018A.csv	rec	GALOP	31	2	953
94.40993789	1-2018A.csv	rec	GALOP	31	2	683
94.82758621	12-2018B.csv	rec	GALOP	31	2	778
91.58878505	14-2018B.csv	rec	GALOP	31	2	570
91.56626506	18-2018B.csv	rec	GALOP	31	2	675
80.3030303	19-2018B.csv	rec	GALOP	31	2	929
89.85507246	20-2018A.csv	rec	GALOP	31	2	708
93.26923077	23-2018B.csv	rec	GALOP	31	2	643
90.06622517	26-2018A.csv	rec	GALOP	31	2	969
93.78531073	33-2018A.csv	rec	GALOP	31	2	1028
96.15384615	34-2018B.csv	rec	GALOP	31	2	787
86.01398601	35-2018A.csv	rec	GALOP	31	2	1067
81.17647059	36-2018B.csv	rec	GALOP	31	2	750
96.21621622	37-2018A.csv	rec	GALOP	31	2	729
89.36170213	42-2018A.csv	rec	GALOP	31	2	622
90.57591623	43-2018A.csv	rec	GALOP	31	2	1008
91.26213592	44-2018B.csv	rec	GALOP	31	2	631
96.37681159	48-2018A.csv	rec	GALOP	31	2	658
76.5258216	50-2018A.csv	rec	GALOP	31	2	870
83.15789474	53-2018B.csv	rec	GALOP	31	2	960
86.66666667	54-2018B.csv	rec	GALOP	31	2	965
94	55-2018B.csv	rec	GALOP	31	2	806
94.95412844	56-2018A.csv	rec	GALOP	31	2	541
89.77272727	56-2018B.csv	rec	GALOP	31	2	998
94.44444444	6-2018B.csv	rec	GALOP	31	2	621
93.98496241	63-2018A.csv	rec	GALOP	31	2	785
96.07843137	65-2018B.csv	rec	GALOP	31	2	842
92.15686275	67-2018B.csv	rec	GALOP	31	2	1499
96	68-2018B.csv	rec	GALOP	31	2	770
92.95774648	7-2018A.csv	rec	GALOP	31	2	830
98.94736842	73-2018A.csv	rec	GALOP	31	2	713
95.30516432	8-2018A.csv	rec	GALOP	31	2	645
89.85507246	02-2018A.csv	rec	GLUMA	5	2	656
94	09-2018B.csv	rec	GLUMA	5	2	622
86.74033149	10-2018A.csv	rec	GLUMA	5	2	672
94.62365591	1-2018A.csv	rec	GLUMA	5	2	480
94.73684211	12-2018B.csv	rec	GLUMA	5	2	708
91.66666667	14-2018B.csv	rec	GLUMA	5	2	598
86.20689655	18-2018B.csv	rec	GLUMA	5	2	587
87.5	19-2018B.csv	rec	GLUMA	5	2	384
89.83050847	20-2018A.csv	rec	GLUMA	5	2	645
93.10344828	21-2018A.csv	rec	GLUMA	5	2	436
92.63157895	23-2018B.csv	rec	GLUMA	5	2	580
89.85507246	26-2018A.csv	rec	GLUMA	5	2	629
93.65853659	31-2018A.csv	rec	GLUMA	5	2	464
92.22797927	33-2018A.csv	rec	GLUMA	5	2	538
91.42857143	34-2018B.csv	rec	GLUMA	5	2	661
85.79234973	35-2018A.csv	rec	GLUMA	5	2	568
80.59701493	36-2018B.csv	rec	GLUMA	5	2	621
95.63106796	37-2018A.csv	rec	GLUMA	5	2	725
98.08917197	40-2018A.csv	rec	GLUMA	5	2	565
86.07594937	4-2018B.csv	rec	GLUMA	5	2	669
89.28571429	42-2018A.csv	rec	GLUMA	5	2	499
90.77669903	43-2018A.csv	rec	GLUMA	5	2	520
92.85714286	44-2018B.csv	rec	GLUMA	5	2	469
88.88888889	45-2018A.csv	rec	GLUMA	5	2	593
95.45454545	48-2018A.csv	rec	GLUMA	5	2	500
77.77777778	50-2018A.csv	rec	GLUMA	5	2	733
83.33333333	53-2018B.csv	rec	GLUMA	5	2	638
92.42424242	54-2018B.csv	rec	GLUMA	5	2	694
91.66666667	55-2018B.csv	rec	GLUMA	5	2	534
94.87179487	56-2018A.csv	rec	GLUMA	5	2	509
91.89189189	56-2018B.csv	rec	GLUMA	5	2	532
85.39325843	59-2018A.csv	rec	GLUMA	5	2	549
92.85714286	61-2018B.csv	rec	GLUMA	5	2	578
94.73684211	6-2018B.csv	rec	GLUMA	5	2	509
91.78082192	63-2018A.csv	rec	GLUMA	5	2	933
95.18072289	65-2018B.csv	rec	GLUMA	5	2	514
89.04109589	67-2018B.csv	rec	GLUMA	5	2	923
96.55172414	68-2018B.csv	rec	GLUMA	5	2	415
92.5	7-2018A.csv	rec	GLUMA	5	2	543
97.46192893	73-2018A.csv	rec	GLUMA	5	2	629
94.9044586	8-2018A.csv	rec	GLUMA	5	2	577
100	99-2018B.csv	rec	GLUMA	5	2	714
87.3015873	02-2018A.csv	rec	GROBLJE	84	1	608
92.99363057	09-2018B.csv	rec	GROBLJE	84	1	684
74.07407407	10-2018A.csv	rec	GROBLJE	84	1	842
93.75	1-2018A.csv	rec	GROBLJE	84	1	872
95.55555556	12-2018B.csv	rec	GROBLJE	84	1	710
92.06349206	14-2018B.csv	rec	GROBLJE	84	1	573
93.59605911	18-2018B.csv	rec	GROBLJE	84	1	547
89.71428571	19-2018B.csv	rec	GROBLJE	84	1	590
89.28571429	20-2018A.csv	rec	GROBLJE	84	1	604
91.66666667	21-2018A.csv	rec	GROBLJE	84	1	459
89.59537572	23-2018B.csv	rec	GROBLJE	84	1	548
88.88888889	26-2018A.csv	rec	GROBLJE	84	1	745
93.5483871	31-2018A.csv	rec	GROBLJE	84	1	562
91.66666667	33-2018A.csv	rec	GROBLJE	84	1	548
94.375	34-2018B.csv	rec	GROBLJE	84	1	691
84.68899522	36-2018B.csv	rec	GROBLJE	84	1	585
95.58823529	37-2018A.csv	rec	GROBLJE	84	1	701
100	40-2018A.csv	rec	GROBLJE	84	1	770
89.44444444	4-2018B.csv	rec	GROBLJE	84	1	604
91.35802469	42-2018A.csv	rec	GROBLJE	84	1	597
89.81481481	43-2018A.csv	rec	GROBLJE	84	1	856
91.52542373	44-2018B.csv	rec	GROBLJE	84	1	541
90.0990099	45-2018A.csv	rec	GROBLJE	84	1	524
96.84210526	48-2018A.csv	rec	GROBLJE	84	1	570
70.45454545	50-2018A.csv	rec	GROBLJE	84	1	923
85.97285068	53-2018B.csv	rec	GROBLJE	84	1	783
91.32947977	54-2018B.csv	rec	GROBLJE	84	1	843
94.48275862	55-2018B.csv	rec	GROBLJE	84	1	514
94.44444444	56-2018A.csv	rec	GROBLJE	84	1	510
93.72197309	56-2018B.csv	rec	GROBLJE	84	1	579
85.10638298	59-2018A.csv	rec	GROBLJE	84	1	659
95.94594595	61-2018B.csv	rec	GROBLJE	84	1	622
96.35036496	6-2018B.csv	rec	GROBLJE	84	1	521
96.77419355	63-2018A.csv	rec	GROBLJE	84	1	543
95.04504505	65-2018B.csv	rec	GROBLJE	84	1	888
90.78014184	67-2018B.csv	rec	GROBLJE	84	1	953
93.30357143	68-2018B.csv	rec	GROBLJE	84	1	538
98.7654321	73-2018A.csv	rec	GROBLJE	84	1	473
97.77777778	8-2018A.csv	rec	GROBLJE	84	1	607
86.66666667	02-2018A.csv	rec	GROM	66	1	450
91.90751445	09-2018B.csv	rec	GROM	66	1	559
85.07462687	10-2018A.csv	rec	GROM	66	1	631
93.10344828	1-2018A.csv	rec	GROM	66	1	582
96.85863874	12-2018B.csv	rec	GROM	66	1	891
92.53731343	14-2018B.csv	rec	GROM	66	1	521
93.5483871	18-2018B.csv	rec	GROM	66	1	525
89.10891089	19-2018B.csv	rec	GROM	66	1	622
91.30434783	20-2018A.csv	rec	GROM	66	1	507
94.64285714	21-2018A.csv	rec	GROM	66	1	476
91.03773585	23-2018B.csv	rec	GROM	66	1	470
89.0625	26-2018A.csv	rec	GROM	66	1	709
91.80327869	31-2018A.csv	rec	GROM	66	1	465
91.50943396	33-2018A.csv	rec	GROM	66	1	574
91.92825112	34-2018B.csv	rec	GROM	66	1	425
85.22727273	35-2018A.csv	rec	GROM	66	1	609
83.94160584	36-2018B.csv	rec	GROM	66	1	780
97.36842105	37-2018A.csv	rec	GROM	66	1	650
100	40-2018A.csv	rec	GROM	66	1	565
89.83050847	4-2018B.csv	rec	GROM	66	1	626
89.55223881	42-2018A.csv	rec	GROM	66	1	533
88.88888889	43-2018A.csv	rec	GROM	66	1	560
90.97744361	44-2018B.csv	rec	GROM	66	1	516
92.5	45-2018A.csv	rec	GROM	66	1	421
97.87234043	48-2018A.csv	rec	GROM	66	1	592
76.47058824	50-2018A.csv	rec	GROM	66	1	1052
82.85714286	53-2018B.csv	rec	GROM	66	1	631
91.39784946	54-2018B.csv	rec	GROM	66	1	484
95.13513514	55-2018B.csv	rec	GROM	66	1	545
95.12195122	56-2018A.csv	rec	GROM	66	1	497
93.60730594	56-2018B.csv	rec	GROM	66	1	595
86.81318681	59-2018A.csv	rec	GROM	66	1	640
95.65217391	61-2018B.csv	rec	GROM	66	1	512
95.26627219	6-2018B.csv	rec	GROM	66	1	539
98.27586207	63-2018A.csv	rec	GROM	66	1	440
95.26627219	65-2018B.csv	rec	GROM	66	1	478
87.43718593	67-2018B.csv	rec	GROM	66	1	500
93.29268293	68-2018B.csv	rec	GROM	66	1	673
96.66666667	7-2018A.csv	rec	GROM	66	1	629
98.30508475	73-2018A.csv	rec	GROM	66	1	453
96.96969697	8-2018A.csv	rec	GROM	66	1	547
92.1182266	99-2018B.csv	rec	GROM	66	1	597
89.52879581	02-2018A.csv	rec	GUTLJAJ	25	2	631
92.5	09-2018B.csv	rec	GUTLJAJ	25	2	784
86.18421053	10-2018A.csv	rec	GUTLJAJ	25	2	795
95.52238806	1-2018A.csv	rec	GUTLJAJ	25	2	622
95	12-2018B.csv	rec	GUTLJAJ	25	2	900
88.13559322	14-2018B.csv	rec	GUTLJAJ	25	2	1069
90.32258065	18-2018B.csv	rec	GUTLJAJ	25	2	732
80.59701493	19-2018B.csv	rec	GUTLJAJ	25	2	561
89.82035928	20-2018A.csv	rec	GUTLJAJ	25	2	524
94.73684211	21-2018A.csv	rec	GUTLJAJ	25	2	496
92.78350515	23-2018B.csv	rec	GUTLJAJ	25	2	466
90.625	26-2018A.csv	rec	GUTLJAJ	25	2	641
94.25287356	31-2018A.csv	rec	GUTLJAJ	25	2	476
92.23300971	33-2018A.csv	rec	GUTLJAJ	25	2	762
95.65217391	34-2018B.csv	rec	GUTLJAJ	25	2	640
80	36-2018B.csv	rec	GUTLJAJ	25	2	694
95.91836735	37-2018A.csv	rec	GUTLJAJ	25	2	729
96.33507853	40-2018A.csv	rec	GUTLJAJ	25	2	693
85.71428571	4-2018B.csv	rec	GUTLJAJ	25	2	797
89.15662651	42-2018A.csv	rec	GUTLJAJ	25	2	524
90.39548023	43-2018A.csv	rec	GUTLJAJ	25	2	797
91.89189189	44-2018B.csv	rec	GUTLJAJ	25	2	1030
88.77005348	45-2018A.csv	rec	GUTLJAJ	25	2	861
95.53072626	48-2018A.csv	rec	GUTLJAJ	25	2	632
78.34394904	50-2018A.csv	rec	GUTLJAJ	25	2	699
85.71428571	53-2018B.csv	rec	GUTLJAJ	25	2	863
90.625	54-2018B.csv	rec	GUTLJAJ	25	2	779
91.52542373	55-2018B.csv	rec	GUTLJAJ	25	2	692
94.66019417	56-2018A.csv	rec	GUTLJAJ	25	2	461
93.5483871	56-2018B.csv	rec	GUTLJAJ	25	2	980
86.33093525	59-2018A.csv	rec	GUTLJAJ	25	2	637
93.10344828	61-2018B.csv	rec	GUTLJAJ	25	2	623
95.45454545	6-2018B.csv	rec	GUTLJAJ	25	2	606
91.81818182	63-2018A.csv	rec	GUTLJAJ	25	2	653
95.65217391	65-2018B.csv	rec	GUTLJAJ	25	2	668
89.47368421	67-2018B.csv	rec	GUTLJAJ	25	2	978
93.2038835	68-2018B.csv	rec	GUTLJAJ	25	2	650
92.48826291	7-2018A.csv	rec	GUTLJAJ	25	2	689
98.90710383	73-2018A.csv	rec	GUTLJAJ	25	2	469
94.92385787	8-2018A.csv	rec	GUTLJAJ	25	2	769
95.23809524	99-2018B.csv	rec	GUTLJAJ	25	2	674
90.13157895	02-2018A.csv	rec	IMOVINA	19	2	626
95	09-2018B.csv	rec	IMOVINA	19	2	476
87.38317757	10-2018A.csv	rec	IMOVINA	19	2	1270
94.47236181	1-2018A.csv	rec	IMOVINA	19	2	677
96.73913043	12-2018B.csv	rec	IMOVINA	19	2	1222
90.8045977	14-2018B.csv	rec	IMOVINA	19	2	853
92.59259259	18-2018B.csv	rec	IMOVINA	19	2	796
76.59574468	19-2018B.csv	rec	IMOVINA	19	2	560
90.22556391	20-2018A.csv	rec	IMOVINA	19	2	645
94.48275862	21-2018A.csv	rec	IMOVINA	19	2	397
92.72727273	23-2018B.csv	rec	IMOVINA	19	2	749
89.47368421	26-2018A.csv	rec	IMOVINA	19	2	699
93.98496241	31-2018A.csv	rec	IMOVINA	19	2	563
92.12962963	33-2018A.csv	rec	IMOVINA	19	2	784
95.78947368	34-2018B.csv	rec	IMOVINA	19	2	938
85.49222798	35-2018A.csv	rec	IMOVINA	19	2	749
95.93908629	37-2018A.csv	rec	IMOVINA	19	2	746
95.89041096	40-2018A.csv	rec	IMOVINA	19	2	560
88.42105263	4-2018B.csv	rec	IMOVINA	19	2	654
90.06622517	42-2018A.csv	rec	IMOVINA	19	2	701
90.86757991	43-2018A.csv	rec	IMOVINA	19	2	732
91.17647059	44-2018B.csv	rec	IMOVINA	19	2	578
89.47368421	45-2018A.csv	rec	IMOVINA	19	2	672
95.56962025	48-2018A.csv	rec	IMOVINA	19	2	536
82.35294118	53-2018B.csv	rec	IMOVINA	19	2	847
89.33333333	54-2018B.csv	rec	IMOVINA	19	2	760
91.22807018	55-2018B.csv	rec	IMOVINA	19	2	581
96.62162162	56-2018A.csv	rec	IMOVINA	19	2	456
88.33333333	56-2018B.csv	rec	IMOVINA	19	2	827
85.16483516	59-2018A.csv	rec	IMOVINA	19	2	793
94.73684211	61-2018B.csv	rec	IMOVINA	19	2	531
96.61016949	6-2018B.csv	rec	IMOVINA	19	2	445
93.10344828	63-2018A.csv	rec	IMOVINA	19	2	743
95	65-2018B.csv	rec	IMOVINA	19	2	587
93.93939394	67-2018B.csv	rec	IMOVINA	19	2	849
93.81443299	68-2018B.csv	rec	IMOVINA	19	2	553
92.54658385	7-2018A.csv	rec	IMOVINA	19	2	550
98.80239521	73-2018A.csv	rec	IMOVINA	19	2	482
95.12195122	8-2018A.csv	rec	IMOVINA	19	2	513
95.83333333	99-2018B.csv	rec	IMOVINA	19	2	687
87.87878788	02-2018A.csv	rec	JARAK	78	1	571
92.16589862	09-2018B.csv	rec	JARAK	78	1	582
84.76190476	10-2018A.csv	rec	JARAK	78	1	689
95.12195122	1-2018A.csv	rec	JARAK	78	1	833
96.68508287	12-2018B.csv	rec	JARAK	78	1	726
93.49112426	14-2018B.csv	rec	JARAK	78	1	791
93.90862944	18-2018B.csv	rec	JARAK	78	1	578
89.32038835	19-2018B.csv	rec	JARAK	78	1	662
89.33333333	20-2018A.csv	rec	JARAK	78	1	517
93.87755102	21-2018A.csv	rec	JARAK	78	1	556
89.83050847	23-2018B.csv	rec	JARAK	78	1	621
87.12871287	26-2018A.csv	rec	JARAK	78	1	596
92.30769231	31-2018A.csv	rec	JARAK	78	1	577
91.04477612	33-2018A.csv	rec	JARAK	78	1	539
93.40659341	34-2018B.csv	rec	JARAK	78	1	717
81.53846154	35-2018A.csv	rec	JARAK	78	1	1056
95.65217391	37-2018A.csv	rec	JARAK	78	1	652
98.14814815	40-2018A.csv	rec	JARAK	78	1	546
89.55223881	4-2018B.csv	rec	JARAK	78	1	770
89.69072165	42-2018A.csv	rec	JARAK	78	1	573
93.47826087	43-2018A.csv	rec	JARAK	78	1	657
91.15646259	44-2018B.csv	rec	JARAK	78	1	797
88.88888889	45-2018A.csv	rec	JARAK	78	1	649
96.82539683	48-2018A.csv	rec	JARAK	78	1	753
76.76767677	50-2018A.csv	rec	JARAK	78	1	654
85.50724638	53-2018B.csv	rec	JARAK	78	1	959
91.66666667	54-2018B.csv	rec	JARAK	78	1	798
95	55-2018B.csv	rec	JARAK	78	1	736
96.42857143	56-2018A.csv	rec	JARAK	78	1	519
93.51851852	56-2018B.csv	rec	JARAK	78	1	652
86.84210526	59-2018A.csv	rec	JARAK	78	1	578
95.77464789	61-2018B.csv	rec	JARAK	78	1	601
96.12903226	6-2018B.csv	rec	JARAK	78	1	596
92.77108434	63-2018A.csv	rec	JARAK	78	1	594
95.16129032	65-2018B.csv	rec	JARAK	78	1	681
88.74172185	67-2018B.csv	rec	JARAK	78	1	1126
92.78350515	68-2018B.csv	rec	JARAK	78	1	533
94	7-2018A.csv	rec	JARAK	78	1	655
98.27586207	73-2018A.csv	rec	JARAK	78	1	608
93.67088608	8-2018A.csv	rec	JARAK	78	1	877
91.75824176	99-2018B.csv	rec	JARAK	78	1	810
90.56603774	02-2018A.csv	rec	JATO	67	2	922
94.17475728	09-2018B.csv	rec	JATO	67	2	588
85.625	10-2018A.csv	rec	JATO	67	2	712
94.68085106	1-2018A.csv	rec	JATO	67	2	560
95.23809524	12-2018B.csv	rec	JATO	67	2	768
86.2745098	14-2018B.csv	rec	JATO	67	2	685
84.52380952	19-2018B.csv	rec	JATO	67	2	974
90.95022624	20-2018A.csv	rec	JATO	67	2	481
92.78350515	21-2018A.csv	rec	JATO	67	2	692
92.42424242	23-2018B.csv	rec	JATO	67	2	488
90.25974026	26-2018A.csv	rec	JATO	67	2	723
93.75	31-2018A.csv	rec	JATO	67	2	532
93.45238095	33-2018A.csv	rec	JATO	67	2	532
95.6043956	34-2018B.csv	rec	JATO	67	2	570
85.71428571	35-2018A.csv	rec	JATO	67	2	509
80.26315789	36-2018B.csv	rec	JATO	67	2	774
96.31578947	37-2018A.csv	rec	JATO	67	2	512
96.62921348	40-2018A.csv	rec	JATO	67	2	728
87.87878788	4-2018B.csv	rec	JATO	67	2	757
88.63636364	42-2018A.csv	rec	JATO	67	2	555
90.47619048	43-2018A.csv	rec	JATO	67	2	639
92.72727273	44-2018B.csv	rec	JATO	67	2	543
90.04739336	45-2018A.csv	rec	JATO	67	2	715
94.81865285	48-2018A.csv	rec	JATO	67	2	618
76.60550459	50-2018A.csv	rec	JATO	67	2	1095
82.17821782	53-2018B.csv	rec	JATO	67	2	637
92.53731343	54-2018B.csv	rec	JATO	67	2	607
90.76923077	55-2018B.csv	rec	JATO	67	2	558
95.04950495	56-2018A.csv	rec	JATO	67	2	492
90.2173913	56-2018B.csv	rec	JATO	67	2	604
84.57943925	59-2018A.csv	rec	JATO	67	2	614
92.59259259	61-2018B.csv	rec	JATO	67	2	747
95.52238806	6-2018B.csv	rec	JATO	67	2	566
92.06349206	63-2018A.csv	rec	JATO	67	2	1009
96.42857143	65-2018B.csv	rec	JATO	67	2	674
92	67-2018B.csv	rec	JATO	67	2	1117
93.40659341	68-2018B.csv	rec	JATO	67	2	526
92.38095238	7-2018A.csv	rec	JATO	67	2	855
97.52475248	73-2018A.csv	rec	JATO	67	2	565
94.79768786	8-2018A.csv	rec	JATO	67	2	770
100	99-2018B.csv	rec	JATO	67	2	702
